UF_ATENDIMENTO;TIPO;CLASSIFICACAO;NACIONALIDADE;TOTAL
AC;ENTRADA;PERMANENTE;ALEMANHA;1
AC;ENTRADA;PERMANENTE;ARGENTINA;2
AC;ENTRADA;PERMANENTE;BOLÍVIA;21
AC;ENTRADA;PERMANENTE;COLÔMBIA;2
AC;ENTRADA;PERMANENTE;ESPANHA;1
AC;ENTRADA;PERMANENTE;ITÁLIA;2
AC;ENTRADA;PERMANENTE;MÉXICO;1
AC;ENTRADA;PERMANENTE;PARAGUAI;1
AC;ENTRADA;PERMANENTE;PERU;62
AC;ENTRADA;PERMANENTE;URUGUAI;1
AC;ENTRADA;PERMANENTE;VENEZUELA;1
AC;ENTRADA;VISITANTE;ALEMANHA;10
AC;ENTRADA;VISITANTE;ARGENTINA;9
AC;ENTRADA;VISITANTE;BOLÍVIA;298
AC;ENTRADA;VISITANTE;BÉLGICA;1
AC;ENTRADA;VISITANTE;CHILE;3
AC;ENTRADA;VISITANTE;COLÔMBIA;31
AC;ENTRADA;VISITANTE;COSTA RICA;1
AC;ENTRADA;VISITANTE;EQUADOR;6
AC;ENTRADA;VISITANTE;ESPANHA;5
AC;ENTRADA;VISITANTE;ESTADOS UNIDOS;13
AC;ENTRADA;VISITANTE;FINLÂNDIA;1
AC;ENTRADA;VISITANTE;FRANÇA;1
AC;ENTRADA;VISITANTE;HONG KONG (R.A.E.);1
AC;ENTRADA;VISITANTE;INDONÉSIA;1
AC;ENTRADA;VISITANTE;IRLANDA;1
AC;ENTRADA;VISITANTE;ISRAEL;1
AC;ENTRADA;VISITANTE;ITÁLIA;1
AC;ENTRADA;VISITANTE;MÉXICO;4
AC;ENTRADA;VISITANTE;PARAGUAI;1
AC;ENTRADA;VISITANTE;PERU;791
AC;ENTRADA;VISITANTE;REINO UNIDO;3
AC;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;8
AC;ENTRADA;VISITANTE;RÚSSIA;1
AC;ENTRADA;VISITANTE;SUÍÇA;6
AC;ENTRADA;VISITANTE;VENEZUELA;17
AC;ENTRADA;VISITANTE;ÁUSTRIA;3
AC;ENTRADA;VISITANTE;BOLÍVIA;2
AC;ENTRADA;VISITANTE;PERU;3
AC;ENTRADA;VISITANTE;BOLÍVIA;43
AC;ENTRADA;VISITANTE;COLÔMBIA;2
AC;ENTRADA;VISITANTE;DINAMARCA;2
AC;ENTRADA;VISITANTE;PERU;79
AC;ENTRADA;VISITANTE;VENEZUELA;6
AC;ENTRADA;VISITANTE;BOLÍVIA;1
AC;ENTRADA;VISITANTE;PERU;10
AC;ENTRADA;OUTROS;BOLÍVIA;226
AC;ENTRADA;OUTROS;BRASIL;26
AC;ENTRADA;OUTROS;PERU;81
AC;ENTRADA;OUTROS;VENEZUELA;7
AC;ENTRADA;OUTROS;CHILE;1
AC;ENTRADA;OUTROS;COLÔMBIA;7
AC;ENTRADA;OUTROS;CUBA;9
AC;ENTRADA;OUTROS;EQUADOR;3
AC;ENTRADA;OUTROS;HAITI;1
AC;ENTRADA;OUTROS;SÍRIA;1
AC;ENTRADA;OUTROS;URUGUAI;1
AC;ENTRADA;OUTROS;VANUATU;1
AC;ENTRADA;OUTROS;VENEZUELA;40
AC;ENTRADA;OUTROS;COLÔMBIA;5
AC;ENTRADA;OUTROS;EQUADOR;1
AC;ENTRADA;OUTROS;VENEZUELA;8
AC;ENTRADA;OUTROS;BOLÍVIA;6
AC;ENTRADA;OUTROS;COLÔMBIA;11
AC;ENTRADA;OUTROS;CUBA;2
AC;ENTRADA;OUTROS;EQUADOR;1
AC;ENTRADA;OUTROS;HAITI;2
AC;ENTRADA;OUTROS;PAQUISTÃO;1
AC;ENTRADA;OUTROS;PERU;11
AC;ENTRADA;OUTROS;VENEZUELA;280
AC;ENTRADA;OUTROS;ITÁLIA;2
AC;ENTRADA;OUTROS;PERU;2
AC;ENTRADA;OUTROS;BRASIL;1052
AC;SAIDA;PERMANENTE;ARGENTINA;2
AC;SAIDA;PERMANENTE;BOLÍVIA;20
AC;SAIDA;PERMANENTE;COLÔMBIA;2
AC;SAIDA;PERMANENTE;COSTA RICA;1
AC;SAIDA;PERMANENTE;EQUADOR;2
AC;SAIDA;PERMANENTE;ESPANHA;2
AC;SAIDA;PERMANENTE;FRANÇA;1
AC;SAIDA;PERMANENTE;ITÁLIA;2
AC;SAIDA;PERMANENTE;MÉXICO;1
AC;SAIDA;PERMANENTE;PARAGUAI;1
AC;SAIDA;PERMANENTE;PERU;79
AC;SAIDA;PERMANENTE;RÚSSIA;1
AC;SAIDA;PERMANENTE;VENEZUELA;5
AC;SAIDA;VISITANTE;ALEMANHA;4
AC;SAIDA;VISITANTE;ARGENTINA;15
AC;SAIDA;VISITANTE;BOLÍVIA;272
AC;SAIDA;VISITANTE;BÉLGICA;1
AC;SAIDA;VISITANTE;CHINA;1
AC;SAIDA;VISITANTE;COLÔMBIA;21
AC;SAIDA;VISITANTE;COSTA RICA;1
AC;SAIDA;VISITANTE;DINAMARCA;2
AC;SAIDA;VISITANTE;EQUADOR;5
AC;SAIDA;VISITANTE;ESPANHA;2
AC;SAIDA;VISITANTE;ESTADOS UNIDOS;8
AC;SAIDA;VISITANTE;ESTÔNIA;2
AC;SAIDA;VISITANTE;FINLÂNDIA;1
AC;SAIDA;VISITANTE;FRANÇA;3
AC;SAIDA;VISITANTE;GUIANA;1
AC;SAIDA;VISITANTE;INDONÉSIA;1
AC;SAIDA;VISITANTE;ITÁLIA;3
AC;SAIDA;VISITANTE;MÉXICO;2
AC;SAIDA;VISITANTE;PAÍSES BAIXOS;2
AC;SAIDA;VISITANTE;PERU;783
AC;SAIDA;VISITANTE;PORTUGAL;2
AC;SAIDA;VISITANTE;REINO UNIDO;3
AC;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;1
AC;SAIDA;VISITANTE;RÚSSIA;1
AC;SAIDA;VISITANTE;SUÍÇA;2
AC;SAIDA;VISITANTE;URUGUAI;1
AC;SAIDA;VISITANTE;VENEZUELA;10
AC;SAIDA;VISITANTE;BOLÍVIA;3
AC;SAIDA;VISITANTE;ESPANHA;1
AC;SAIDA;VISITANTE;PERU;1
AC;SAIDA;VISITANTE;BOLÍVIA;43
AC;SAIDA;VISITANTE;COLÔMBIA;2
AC;SAIDA;VISITANTE;PERU;76
AC;SAIDA;VISITANTE;VENEZUELA;3
AC;SAIDA;VISITANTE;PERU;3
AC;SAIDA;OUTROS;BOLÍVIA;220
AC;SAIDA;OUTROS;BRASIL;47
AC;SAIDA;OUTROS;PERU;71
AC;SAIDA;OUTROS;VENEZUELA;1
AC;SAIDA;OUTROS;COLÔMBIA;1
AC;SAIDA;OUTROS;CUBA;2
AC;SAIDA;OUTROS;RÚSSIA;1
AC;SAIDA;OUTROS;VENEZUELA;3
AC;SAIDA;OUTROS;BOLÍVIA;1
AC;SAIDA;OUTROS;CHILE;1
AC;SAIDA;OUTROS;VENEZUELA;2
AC;SAIDA;OUTROS;BRASIL;1230
AL;ENTRADA;PERMANENTE;ARGENTINA;4
AL;ENTRADA;PERMANENTE;BÉLGICA;1
AL;ENTRADA;PERMANENTE;ESPANHA;1
AL;ENTRADA;PERMANENTE;ITÁLIA;7
AL;ENTRADA;PERMANENTE;PARAGUAI;1
AL;ENTRADA;PERMANENTE;PORTUGAL;1
AL;ENTRADA;PERMANENTE;REINO UNIDO;1
AL;ENTRADA;VISITANTE;ALEMANHA;1
AL;ENTRADA;VISITANTE;ARGENTINA;554
AL;ENTRADA;VISITANTE;BOLÍVIA;1
AL;ENTRADA;VISITANTE;BÉLGICA;3
AL;ENTRADA;VISITANTE;ESLOVÁQUIA;1
AL;ENTRADA;VISITANTE;ESPANHA;2
AL;ENTRADA;VISITANTE;FINLÂNDIA;1
AL;ENTRADA;VISITANTE;ITÁLIA;15
AL;ENTRADA;VISITANTE;NORUEGA;3
AL;ENTRADA;VISITANTE;PARAGUAI;1
AL;ENTRADA;VISITANTE;PERU;2
AL;ENTRADA;VISITANTE;PORTUGAL;67
AL;ENTRADA;VISITANTE;REINO UNIDO;2
AL;ENTRADA;VISITANTE;SUÉCIA;2
AL;ENTRADA;VISITANTE;SUÍÇA;1
AL;ENTRADA;VISITANTE;URUGUAI;9
AL;ENTRADA;VISITANTE;VENEZUELA;2
AL;ENTRADA;OUTROS;CROÁCIA;1
AL;ENTRADA;OUTROS;EGITO;2
AL;ENTRADA;OUTROS;FILIPINAS;29
AL;ENTRADA;OUTROS;GEÓRGIA;7
AL;ENTRADA;OUTROS;GRÉCIA;3
AL;ENTRADA;OUTROS;INDONÉSIA;12
AL;ENTRADA;OUTROS;MONTENEGRO;5
AL;ENTRADA;OUTROS;RÚSSIA;2
AL;ENTRADA;OUTROS;SÉRVIA;1
AL;ENTRADA;OUTROS;TURQUIA;1
AL;ENTRADA;OUTROS;UCRÂNIA;4
AL;ENTRADA;OUTROS;VENEZUELA;10
AL;ENTRADA;OUTROS;FILIPINAS;188
AL;ENTRADA;OUTROS;SRI LANKA;3
AL;ENTRADA;OUTROS;VIETNÃ;23
AL;ENTRADA;OUTROS;ÍNDIA;22
AL;ENTRADA;OUTROS;BRASIL;14
AL;ENTRADA;OUTROS;PORTUGAL;76
AL;ENTRADA;OUTROS;PORTUGAL;2
AL;ENTRADA;OUTROS;ESLOVÁQUIA;2
AL;ENTRADA;OUTROS;ITÁLIA;5
AL;ENTRADA;OUTROS;PORTUGAL;8
AL;ENTRADA;OUTROS;SUÉCIA;1
AL;ENTRADA;OUTROS;BRASIL;526
AL;SAIDA;PERMANENTE;ALEMANHA;2
AL;SAIDA;PERMANENTE;ARGENTINA;1
AL;SAIDA;PERMANENTE;COLÔMBIA;2
AL;SAIDA;PERMANENTE;ESPANHA;2
AL;SAIDA;PERMANENTE;FRANÇA;1
AL;SAIDA;PERMANENTE;ITÁLIA;12
AL;SAIDA;PERMANENTE;PAÍSES BAIXOS;1
AL;SAIDA;PERMANENTE;PORTUGAL;8
AL;SAIDA;PERMANENTE;SUÍÇA;1
AL;SAIDA;VISITANTE;ALEMANHA;1
AL;SAIDA;VISITANTE;ARGENTINA;478
AL;SAIDA;VISITANTE;BOLÍVIA;1
AL;SAIDA;VISITANTE;CABO VERDE;1
AL;SAIDA;VISITANTE;COLÔMBIA;1
AL;SAIDA;VISITANTE;ESPANHA;2
AL;SAIDA;VISITANTE;FRANÇA;1
AL;SAIDA;VISITANTE;ISRAEL;1
AL;SAIDA;VISITANTE;ITÁLIA;2
AL;SAIDA;VISITANTE;JAPÃO;3
AL;SAIDA;VISITANTE;PAÍSES BAIXOS;1
AL;SAIDA;VISITANTE;PERU;1
AL;SAIDA;VISITANTE;POLÔNIA;2
AL;SAIDA;VISITANTE;PORTUGAL;60
AL;SAIDA;VISITANTE;SUÍÇA;4
AL;SAIDA;VISITANTE;URUGUAI;2
AL;SAIDA;VISITANTE;VENEZUELA;3
AL;SAIDA;VISITANTE;ESPANHA;2
AL;SAIDA;VISITANTE;FRANÇA;1
AL;SAIDA;VISITANTE;PORTUGAL;1
AL;SAIDA;VISITANTE;VENEZUELA;1
AL;SAIDA;OUTROS;GEÓRGIA;7
AL;SAIDA;OUTROS;INDONÉSIA;12
AL;SAIDA;OUTROS;MONTENEGRO;5
AL;SAIDA;OUTROS;SRI LANKA;2
AL;SAIDA;OUTROS;TURQUIA;1
AL;SAIDA;OUTROS;UCRÂNIA;4
AL;SAIDA;OUTROS;ÍNDIA;22
AL;SAIDA;OUTROS;ESPANHA;1
AL;SAIDA;OUTROS;FILIPINAS;29
AL;SAIDA;OUTROS;SRI LANKA;2
AL;SAIDA;OUTROS;SÉRVIA;1
AL;SAIDA;OUTROS;ÍNDIA;21
AL;SAIDA;OUTROS;BRASIL;11
AL;SAIDA;OUTROS;PORTUGAL;77
AL;SAIDA;OUTROS;ITÁLIA;3
AL;SAIDA;OUTROS;PORTUGAL;7
AL;SAIDA;TEMPORÁRIO;PORTUGAL;1
AL;SAIDA;OUTROS;BRASIL;536
AM;ENTRADA;PERMANENTE;ALEMANHA;2
AM;ENTRADA;PERMANENTE;ARGENTINA;5
AM;ENTRADA;PERMANENTE;BAHAMAS;1
AM;ENTRADA;PERMANENTE;BOLÍVIA;2
AM;ENTRADA;PERMANENTE;CANADÁ;4
AM;ENTRADA;PERMANENTE;CHILE;1
AM;ENTRADA;PERMANENTE;CHINA;6
AM;ENTRADA;PERMANENTE;COLÔMBIA;103
AM;ENTRADA;PERMANENTE;CORÉIA DO SUL;6
AM;ENTRADA;PERMANENTE;CUBA;9
AM;ENTRADA;PERMANENTE;EQUADOR;1
AM;ENTRADA;PERMANENTE;ESPANHA;3
AM;ENTRADA;PERMANENTE;ESTADOS UNIDOS;56
AM;ENTRADA;PERMANENTE;FRANÇA;5
AM;ENTRADA;PERMANENTE;GUIANA;1
AM;ENTRADA;PERMANENTE;HAITI;3
AM;ENTRADA;PERMANENTE;HONDURAS;1
AM;ENTRADA;PERMANENTE;ITÁLIA;8
AM;ENTRADA;PERMANENTE;JAPÃO;4
AM;ENTRADA;PERMANENTE;MÉXICO;2
AM;ENTRADA;PERMANENTE;PAÍSES BAIXOS;3
AM;ENTRADA;PERMANENTE;PERU;27
AM;ENTRADA;PERMANENTE;POLÔNIA;1
AM;ENTRADA;PERMANENTE;PORTUGAL;3
AM;ENTRADA;PERMANENTE;SURINAME;1
AM;ENTRADA;PERMANENTE;SUÍÇA;5
AM;ENTRADA;PERMANENTE;TRINIDAD E TOBAGO;1
AM;ENTRADA;PERMANENTE;VENEZUELA;32
AM;ENTRADA;PERMANENTE;ÍNDIA;4
AM;ENTRADA;VISITANTE;ALEMANHA;52
AM;ENTRADA;VISITANTE;ARGENTINA;12
AM;ENTRADA;VISITANTE;AUSTRÁLIA;6
AM;ENTRADA;VISITANTE;BAHAMAS;1
AM;ENTRADA;VISITANTE;BOLÍVIA;4
AM;ENTRADA;VISITANTE;BÉLGICA;12
AM;ENTRADA;VISITANTE;BÓSNIA E HERZEGOVINA;1
AM;ENTRADA;VISITANTE;CANADÁ;26
AM;ENTRADA;VISITANTE;CAZAQUISTÃO;2
AM;ENTRADA;VISITANTE;CHILE;6
AM;ENTRADA;VISITANTE;CHINA;21
AM;ENTRADA;VISITANTE;COLÔMBIA;538
AM;ENTRADA;VISITANTE;CORÉIA DO SUL;37
AM;ENTRADA;VISITANTE;COSTA RICA;10
AM;ENTRADA;VISITANTE;CROÁCIA;1
AM;ENTRADA;VISITANTE;CUBA;12
AM;ENTRADA;VISITANTE;DINAMARCA;4
AM;ENTRADA;VISITANTE;EQUADOR;14
AM;ENTRADA;VISITANTE;ESPANHA;55
AM;ENTRADA;VISITANTE;ESTADOS UNIDOS;1127
AM;ENTRADA;VISITANTE;FILIPINAS;5
AM;ENTRADA;VISITANTE;FINLÂNDIA;3
AM;ENTRADA;VISITANTE;FRANÇA;69
AM;ENTRADA;VISITANTE;GRÉCIA;3
AM;ENTRADA;VISITANTE;GUATEMALA;4
AM;ENTRADA;VISITANTE;GUIANA;4
AM;ENTRADA;VISITANTE;HAITI;1
AM;ENTRADA;VISITANTE;HONDURAS;1
AM;ENTRADA;VISITANTE;HONG KONG (R.A.E.);1
AM;ENTRADA;VISITANTE;HUNGRIA;3
AM;ENTRADA;VISITANTE;IRLANDA;10
AM;ENTRADA;VISITANTE;ISLÂNDIA;1
AM;ENTRADA;VISITANTE;ISRAEL;9
AM;ENTRADA;VISITANTE;ITÁLIA;34
AM;ENTRADA;VISITANTE;JAMAICA;1
AM;ENTRADA;VISITANTE;JAPÃO;13
AM;ENTRADA;VISITANTE;LETÔNIA;3
AM;ENTRADA;VISITANTE;LITUÂNIA;1
AM;ENTRADA;VISITANTE;LUXEMBURGO;2
AM;ENTRADA;VISITANTE;MALÁSIA;2
AM;ENTRADA;VISITANTE;MÉXICO;69
AM;ENTRADA;VISITANTE;NICARÁGUA;3
AM;ENTRADA;VISITANTE;NORUEGA;1
AM;ENTRADA;VISITANTE;NOVA ZELÂNDIA;2
AM;ENTRADA;VISITANTE;PANAMÁ;4
AM;ENTRADA;VISITANTE;PARAGUAI;1
AM;ENTRADA;VISITANTE;PAÍSES BAIXOS;23
AM;ENTRADA;VISITANTE;PERU;134
AM;ENTRADA;VISITANTE;POLÔNIA;4
AM;ENTRADA;VISITANTE;PORTUGAL;54
AM;ENTRADA;VISITANTE;REINO UNIDO;58
AM;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;21
AM;ENTRADA;VISITANTE;REPÚBLICA TCHECA;2
AM;ENTRADA;VISITANTE;ROMÊNIA;4
AM;ENTRADA;VISITANTE;RÚSSIA;8
AM;ENTRADA;VISITANTE;SURINAME;1
AM;ENTRADA;VISITANTE;SUÉCIA;16
AM;ENTRADA;VISITANTE;SUÍÇA;29
AM;ENTRADA;VISITANTE;SÉRVIA;2
AM;ENTRADA;VISITANTE;SÍRIA;1
AM;ENTRADA;VISITANTE;TAIWAN;4
AM;ENTRADA;VISITANTE;TURQUIA;1
AM;ENTRADA;VISITANTE;VENEZUELA;160
AM;ENTRADA;VISITANTE;ÁFRICA DO SUL;2
AM;ENTRADA;VISITANTE;ÁUSTRIA;9
AM;ENTRADA;VISITANTE;ÍNDIA;3
AM;ENTRADA;VISITANTE;ARGENTINA;1
AM;ENTRADA;VISITANTE;CANADÁ;1
AM;ENTRADA;VISITANTE;CHILE;1
AM;ENTRADA;VISITANTE;COLÔMBIA;13
AM;ENTRADA;VISITANTE;CORÉIA DO SUL;2
AM;ENTRADA;VISITANTE;COSTA RICA;2
AM;ENTRADA;VISITANTE;EQUADOR;2
AM;ENTRADA;VISITANTE;ESPANHA;1
AM;ENTRADA;VISITANTE;ESTADOS UNIDOS;7
AM;ENTRADA;VISITANTE;FRANÇA;2
AM;ENTRADA;VISITANTE;GUATEMALA;1
AM;ENTRADA;VISITANTE;HAITI;1
AM;ENTRADA;VISITANTE;ITÁLIA;3
AM;ENTRADA;VISITANTE;JAPÃO;7
AM;ENTRADA;VISITANTE;MÉXICO;9
AM;ENTRADA;VISITANTE;PANAMÁ;1
AM;ENTRADA;VISITANTE;PAÍSES BAIXOS;1
AM;ENTRADA;VISITANTE;PERU;7
AM;ENTRADA;VISITANTE;PORTUGAL;1
AM;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;1
AM;ENTRADA;VISITANTE;SUÍÇA;1
AM;ENTRADA;VISITANTE;VENEZUELA;4
AM;ENTRADA;VISITANTE;ÁFRICA DO SUL;1
AM;ENTRADA;VISITANTE;ARGENTINA;3
AM;ENTRADA;VISITANTE;PERU;2
AM;ENTRADA;VISITANTE;URUGUAI;2
AM;ENTRADA;VISITANTE;VENEZUELA;14
AM;ENTRADA;VISITANTE;PERU;1
AM;ENTRADA;VISITANTE;VENEZUELA;5
AM;ENTRADA;VISITANTE;COLÔMBIA;1
AM;ENTRADA;VISITANTE;VENEZUELA;1
AM;ENTRADA;VISITANTE;ÍNDIA;2
AM;ENTRADA;OUTROS;CHINA;1
AM;ENTRADA;OUTROS;PORTUGAL;4
AM;ENTRADA;OUTROS;JAPÃO;1
AM;ENTRADA;OUTROS;PERU;8
AM;ENTRADA;OUTROS;UCRÂNIA;1
AM;ENTRADA;OUTROS;ARGENTINA;4
AM;ENTRADA;OUTROS;AUSTRÁLIA;1
AM;ENTRADA;OUTROS;BOLÍVIA;2
AM;ENTRADA;OUTROS;BRASIL;54
AM;ENTRADA;OUTROS;CHINA;1
AM;ENTRADA;OUTROS;COLÔMBIA;39
AM;ENTRADA;OUTROS;EQUADOR;3
AM;ENTRADA;OUTROS;ESTADOS UNIDOS;26
AM;ENTRADA;OUTROS;GUATEMALA;4
AM;ENTRADA;OUTROS;MÉXICO;3
AM;ENTRADA;OUTROS;PANAMÁ;6
AM;ENTRADA;OUTROS;PARAGUAI;2
AM;ENTRADA;OUTROS;PORTUGAL;7
AM;ENTRADA;OUTROS;UCRÂNIA;52
AM;ENTRADA;OUTROS;VENEZUELA;2
AM;ENTRADA;OUTROS;PORTUGAL;5
AM;ENTRADA;OUTROS;HAITI;2
AM;ENTRADA;OUTROS;VENEZUELA;7
AM;ENTRADA;OUTROS;COLÔMBIA;2
AM;ENTRADA;OUTROS;CANADÁ;2
AM;ENTRADA;OUTROS;BÉLGICA;1
AM;ENTRADA;OUTROS;COLÔMBIA;1
AM;ENTRADA;OUTROS;ESTADOS UNIDOS;2
AM;ENTRADA;OUTROS;IRLANDA;1
AM;ENTRADA;OUTROS;PORTUGAL;1
AM;ENTRADA;OUTROS;VENEZUELA;1
AM;ENTRADA;OUTROS;ARGENTINA;2
AM;ENTRADA;OUTROS;COLÔMBIA;5
AM;ENTRADA;OUTROS;ESPANHA;1
AM;ENTRADA;OUTROS;ESTADOS UNIDOS;12
AM;ENTRADA;OUTROS;FINLÂNDIA;2
AM;ENTRADA;OUTROS;FRANÇA;3
AM;ENTRADA;OUTROS;IRLANDA;1
AM;ENTRADA;OUTROS;ISRAEL;2
AM;ENTRADA;OUTROS;ITÁLIA;6
AM;ENTRADA;OUTROS;PAÍSES BAIXOS;5
AM;ENTRADA;OUTROS;PORTUGAL;26
AM;ENTRADA;OUTROS;SUÍÇA;3
AM;ENTRADA;TEMPORÁRIO;AUSTRÁLIA;4
AM;ENTRADA;TEMPORÁRIO;COLÔMBIA;1
AM;ENTRADA;TEMPORÁRIO;CUBA;3
AM;ENTRADA;TEMPORÁRIO;ESTADOS UNIDOS;14
AM;ENTRADA;OUTROS;BRASIL;5583
AM;SAIDA;PERMANENTE;ALEMANHA;3
AM;SAIDA;PERMANENTE;ARGENTINA;4
AM;SAIDA;PERMANENTE;BOLÍVIA;2
AM;SAIDA;PERMANENTE;CANADÁ;4
AM;SAIDA;PERMANENTE;CHILE;2
AM;SAIDA;PERMANENTE;CHINA;4
AM;SAIDA;PERMANENTE;COLÔMBIA;131
AM;SAIDA;PERMANENTE;CORÉIA DO SUL;12
AM;SAIDA;PERMANENTE;COSTA RICA;1
AM;SAIDA;PERMANENTE;CUBA;11
AM;SAIDA;PERMANENTE;ESPANHA;7
AM;SAIDA;PERMANENTE;ESTADOS UNIDOS;72
AM;SAIDA;PERMANENTE;FILIPINAS;1
AM;SAIDA;PERMANENTE;FRANÇA;4
AM;SAIDA;PERMANENTE;GUIANA;9
AM;SAIDA;PERMANENTE;IRLANDA;1
AM;SAIDA;PERMANENTE;ITÁLIA;6
AM;SAIDA;PERMANENTE;JAPÃO;17
AM;SAIDA;PERMANENTE;MÉXICO;2
AM;SAIDA;PERMANENTE;NIGÉRIA;2
AM;SAIDA;PERMANENTE;PANAMÁ;1
AM;SAIDA;PERMANENTE;PERU;26
AM;SAIDA;PERMANENTE;POLÔNIA;3
AM;SAIDA;PERMANENTE;PORTUGAL;10
AM;SAIDA;PERMANENTE;REINO UNIDO;2
AM;SAIDA;PERMANENTE;ROMÊNIA;1
AM;SAIDA;PERMANENTE;SUÍÇA;3
AM;SAIDA;PERMANENTE;URUGUAI;5
AM;SAIDA;PERMANENTE;VENEZUELA;33
AM;SAIDA;PERMANENTE;ÍNDIA;3
AM;SAIDA;VISITANTE;ALEMANHA;60
AM;SAIDA;VISITANTE;ARGENTINA;23
AM;SAIDA;VISITANTE;AUSTRÁLIA;22
AM;SAIDA;VISITANTE;BAHAMAS;1
AM;SAIDA;VISITANTE;BOLÍVIA;5
AM;SAIDA;VISITANTE;BÉLGICA;8
AM;SAIDA;VISITANTE;CANADÁ;24
AM;SAIDA;VISITANTE;CHILE;4
AM;SAIDA;VISITANTE;CHINA;12
AM;SAIDA;VISITANTE;COLÔMBIA;523
AM;SAIDA;VISITANTE;CORÉIA DO SUL;37
AM;SAIDA;VISITANTE;COSTA RICA;17
AM;SAIDA;VISITANTE;CROÁCIA;2
AM;SAIDA;VISITANTE;CUBA;13
AM;SAIDA;VISITANTE;DINAMARCA;9
AM;SAIDA;VISITANTE;EL SALVADOR;1
AM;SAIDA;VISITANTE;EQUADOR;21
AM;SAIDA;VISITANTE;ESLOVÁQUIA;2
AM;SAIDA;VISITANTE;ESPANHA;44
AM;SAIDA;VISITANTE;ESTADOS UNIDOS;1144
AM;SAIDA;VISITANTE;FILIPINAS;3
AM;SAIDA;VISITANTE;FINLÂNDIA;1
AM;SAIDA;VISITANTE;FRANÇA;68
AM;SAIDA;VISITANTE;GRÉCIA;5
AM;SAIDA;VISITANTE;GUATEMALA;10
AM;SAIDA;VISITANTE;GUIANA;6
AM;SAIDA;VISITANTE;HAITI;1
AM;SAIDA;VISITANTE;HUNGRIA;2
AM;SAIDA;VISITANTE;IRLANDA;5
AM;SAIDA;VISITANTE;ISRAEL;13
AM;SAIDA;VISITANTE;ITÁLIA;30
AM;SAIDA;VISITANTE;JAPÃO;11
AM;SAIDA;VISITANTE;LETÔNIA;2
AM;SAIDA;VISITANTE;LITUÂNIA;2
AM;SAIDA;VISITANTE;LUXEMBURGO;3
AM;SAIDA;VISITANTE;MALÁSIA;2
AM;SAIDA;VISITANTE;MARROCOS;1
AM;SAIDA;VISITANTE;MÉXICO;45
AM;SAIDA;VISITANTE;NICARÁGUA;1
AM;SAIDA;VISITANTE;NORUEGA;1
AM;SAIDA;VISITANTE;NOVA ZELÂNDIA;3
AM;SAIDA;VISITANTE;PANAMÁ;7
AM;SAIDA;VISITANTE;PARAGUAI;2
AM;SAIDA;VISITANTE;PAÍSES BAIXOS;15
AM;SAIDA;VISITANTE;PERU;116
AM;SAIDA;VISITANTE;POLÔNIA;8
AM;SAIDA;VISITANTE;PORTUGAL;31
AM;SAIDA;VISITANTE;REINO UNIDO;43
AM;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;14
AM;SAIDA;VISITANTE;ROMÊNIA;1
AM;SAIDA;VISITANTE;RÚSSIA;6
AM;SAIDA;VISITANTE;SURINAME;3
AM;SAIDA;VISITANTE;SUÉCIA;9
AM;SAIDA;VISITANTE;SUÍÇA;30
AM;SAIDA;VISITANTE;SÃO CRISTOVÃO E NEVIS;1
AM;SAIDA;VISITANTE;SÉRVIA;1
AM;SAIDA;VISITANTE;TAILÂNDIA;3
AM;SAIDA;VISITANTE;TAIWAN;5
AM;SAIDA;VISITANTE;TURQUIA;2
AM;SAIDA;VISITANTE;UCRÂNIA;1
AM;SAIDA;VISITANTE;URUGUAI;9
AM;SAIDA;VISITANTE;VENEZUELA;172
AM;SAIDA;VISITANTE;ÁFRICA DO SUL;6
AM;SAIDA;VISITANTE;ÁUSTRIA;12
AM;SAIDA;VISITANTE;ÍNDIA;5
AM;SAIDA;VISITANTE;ALEMANHA;1
AM;SAIDA;VISITANTE;CHILE;1
AM;SAIDA;VISITANTE;CHINA;3
AM;SAIDA;VISITANTE;COLÔMBIA;24
AM;SAIDA;VISITANTE;CORÉIA DO SUL;2
AM;SAIDA;VISITANTE;COSTA RICA;3
AM;SAIDA;VISITANTE;EQUADOR;7
AM;SAIDA;VISITANTE;ESPANHA;2
AM;SAIDA;VISITANTE;ESTADOS UNIDOS;15
AM;SAIDA;VISITANTE;GUATEMALA;1
AM;SAIDA;VISITANTE;ITÁLIA;1
AM;SAIDA;VISITANTE;JAPÃO;3
AM;SAIDA;VISITANTE;MÉXICO;12
AM;SAIDA;VISITANTE;PAÍSES BAIXOS;2
AM;SAIDA;VISITANTE;PERU;8
AM;SAIDA;VISITANTE;PORTUGAL;1
AM;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;1
AM;SAIDA;VISITANTE;SURINAME;1
AM;SAIDA;VISITANTE;SÉRVIA;1
AM;SAIDA;VISITANTE;URUGUAI;1
AM;SAIDA;VISITANTE;VENEZUELA;1
AM;SAIDA;VISITANTE;ÍNDIA;2
AM;SAIDA;VISITANTE;ESPANHA;1
AM;SAIDA;VISITANTE;JAPÃO;1
